"","ID","Country","CID","startdate","enddate","status","progress","Duration","finished","recordeddate","responseid","distributionchannel","userlanguage","q_recaptchascore","q1","q108","q109","q_example1","q_example_2","example1payoff","series_1_question","series2_question","series3_question","followuplotteries_1","followuplotteries_2","followuplotteries_3","trust","farm_risks_1","farm_risks_2","farm_risks_3","farm_risks_4","farm_risks_5","risk_attitude_1","risk_attitude_2","risk_attitude_3","risk_attitude_4","gender","birth","birth_4_text","hhsize","hhsize_4_text","children","children_4_text","hh_income","wealth","education","q85","q85_8_text","q80","q80_8_text","q86_4","q100","q101_1","q90","q90_4_text","q99","q99_5_text","q92","q92_4_text","q93","q102","share_subsidies_1","q17","Age","NbChildren","EducSup","Trust","FarmSize","LandOwned","IndivOwner","Difficult","ChoiceRandom","ToomanyLot","Sex","IDfarm","pw","DateEnquete"
"758",758,"Netherlands","Netherlands119","2021-08-06 11:41:48","2021-08-09 10:55:52",0,100,  71:14:04,1,"2021-08-09 10:55:54","R_3RrQbJiz678XOkp","anonymous","NL",1,1,1,1,3,6,NA,5,2,1,84,2,3,1,1,1,2,3,2,4,6,5,6,1,4,1969,4,"3",4,"0",1,12,2,NA,44,NA,NA,100,1,50,4,"spruitkool",4,"",8,"",NA,4,15,"",52,0,0,1,0.44,1,0,4,2,3,"Males",NA,NA,NA
"759",759,"Netherlands","Netherlands120","2021-08-09 11:12:30","2021-08-09 11:41:56",0,100,  00:29:25,1,"2021-08-09 11:41:58","R_OIrsvTUJhieRSAF","anonymous","NL",0.899999976158142,1,4,1,3,6,NA,0,7,3,3,2,2,1,1,1,2,1,1,6,6,6,6,2,4,1983,4,"4",4,"2",NA,NA,3,NA,90,NA,NA,4,1,30,4,"meerdere antwoorden moeten hier mogelijk zijn ivm rotatie",5,"maar wel global gap, planet proof, vvak, ah protocol, mag dat ook iets waard zijn?",8,"",NA,13,NA,"ik vind het lastig om jullie loterijen te vergelijken met bedrijfskeuzes. 2 van de 3 loterijen leveren bij de mindere keuzes minder op, maar alleen de 3e loterij kan in theorie geld kosten. als het gaat om productie en afzet, dan kost een verkeerde keuze altijd geld. want ook als iets door een risicovolle keuze minder oplevert, dan moeten nog steeds de vaste lasten betaald worden. wij krijgen niet alvast een startkapitaal om mee te gokken. of je moet de landbouwsubsidie als zodanig bekijken... tevens heb ik er moeite mee gegevens over inkomen te delen en ook hoeveel van je inkomen uit subsidies komt. in het verleden hebben we meermaals gezien dat er dan in de pers verschijnt dat de boeren zoveel subsidie trekken en het maar makkelijk op kunnen strijken terwijl de waarheid een stuk weerbarstiger is. succes met de verwerking en interpretatie van jullie onderzoek.",38,2,0,1,0.9,0.04,0,3,2,2,"Females",NA,NA,NA
"760",760,"Netherlands","Netherlands121","2021-08-09 13:28:34","2021-08-09 13:45:38",0,100,  00:17:04,1,"2021-08-09 13:45:40","R_1gUykU9buxuBi0l","anonymous","NL",1,1,1,4,3,6,4,8,14,4,3,84,2,4,2,2,2,2,2,6,6,5,5,2,4,1965,4,"4",4,"0",NA,NA,3,NA,65,NA,NA,100,NA,NA,11,"",4,"",8,"",7,NA,4,"",56,0,0,0,0.65,1,0,3,4,2,"Females",NA,NA,NA
"761",761,"Netherlands","Netherlands122","2021-08-09 15:15:17","2021-08-09 15:40:50",0,100,  00:25:32,1,"2021-08-09 15:40:51","R_sjy8kkFF7eAR1yp","anonymous","NL",0.899999976158142,1,4,4,3,6,4,9,11,1,2,2,3,4,2,1,2,2,1,6,6,5,6,1,4,1993,NA,"",4,"0",1,3,3,NA,50,NA,NA,0,2,NA,8,"",4,"",8,"",1,NA,10,"",28,0,0,0,0.5,0,0,2,2,3,"Males",NA,NA,NA
"762",762,"Netherlands","Netherlands123","2021-08-09 16:40:37","2021-08-09 17:20:07",0,100,  00:39:29,1,"2021-08-09 17:20:09","R_3JKLgGIuwbqo3C3","anonymous","NL",1,1,1,4,3,6,NA,2,0,1,2,2,2,1,1,2,3,3,1,6,6,6,6,1,4,1965,4,"4",4,"0",6,12,2,NA,136,NA,NA,65,1,100,6,"",4,"",8,"",5,5,5,"Vind de vraag over innovaties niet goed gesteld. daar had beter kunnen staan in welk jaar het aangeschaft is.",56,0,0,1,1.36,0.65,0,2,2,2,"Males",NA,NA,NA
"763",763,"Netherlands","Netherlands124","2021-08-09 16:53:48","2021-08-09 17:54:07",0,100,  01:00:18,1,"2021-08-09 17:54:09","R_22RJjd7XEdjj8p5","anonymous","NL",1,1,1,4,3,6,4,5,0,1,2,1,1,NA,2,1,2,3,2,5,5,4,6,1,4,1956,4,"2",4,"0",5,NA,3,NA,88,NA,NA,100,2,NA,16,"",4,"",8,"",5,13,NA,"",65,0,0,NA,0.88,1,0,2,1,1,"Males",NA,NA,NA
"764",764,"Netherlands","Netherlands125","2021-08-09 19:18:08","2021-08-09 19:55:58",0,100,  00:37:50,1,"2021-08-09 19:55:59","R_2RZZZ8QlnwXCUKF","anonymous","NL",1,1,1,4,3,6,4,5,0,2,84,2,84,1,1,2,2,2,1,5,6,4,5,1,4,1990,4,"5",4,"3",5,3,2,NA,160,NA,NA,20,2,NA,6,"",4,"",8,"",5,6,NA,"",31,3,0,1,1.6,0.2,0,4,2,4,"Males",NA,NA,NA
"765",765,"Netherlands","Netherlands126","2021-08-09 20:04:00","2021-08-09 20:50:38",0,100,  00:46:37,1,"2021-08-09 20:50:40","R_3knQcc9Sb50eQYL","anonymous","NL",1,1,1,4,3,6,4,3,3,4,2,1,84,1,1,1,2,2,2,5,6,5,6,1,4,1962,4,"4",4,"0",5,12,2,NA,200,NA,NA,70,2,NA,6,"",4,"",8,"",5,13,9,"",59,0,0,1,2,0.7,0,2,1,4,"Males",NA,NA,NA
"766",766,"Netherlands","Netherlands127","2021-08-09 21:36:44","2021-08-09 22:03:21",0,100,  00:26:36,1,"2021-08-09 22:03:23","R_1ItNTmE2eh3hzpx","anonymous","NL",1,1,1,1,3,6,NA,12,0,2,84,3,2,4,1,2,3,3,2,5,6,6,7,1,4,1956,4,"6",4,"0",6,3,2,NA,210,NA,NA,10,1,80,6,"",1,"",8,"",8,6,20,"",65,0,0,0,2.1,0.1,0,4,3,2,"Males",NA,NA,NA
"767",767,"Netherlands","Netherlands128","2021-08-10 08:41:55","2021-08-10 09:35:27",0,100,  00:53:31,1,"2021-08-10 09:35:27","R_3qPB7CnYpcwiN4O","anonymous","NL",1,1,1,4,3,6,4,6,0,1,2,1,1,1,1,1,3,2,1,5,5,4,6,1,4,1986,4,"5",4,"3",5,1,3,NA,130,NA,NA,43,1,60,6,"",4,"",8,"",5,13,4,"BELANGRIJKE OPMERKING!!! Ik vind niet dat uit de test van de loterijen komt hoeveel risico ik neem. Bij de loterij kan je gewoon kansberekening gebruiken om te bekijken welke keuze het beste is. Teeltrisico's op ons bedrijf en wanneer je het best je product moet verkopen is niet in kansberekening uit te drukken, dus dat heeft totaal niet met elkaar te maken. Dus ik hoop niet dat jullie onjuiste conclusies uit dit onderzoek trekken! Voor iedeeen hierover mag u ook contact met mij opzoeken.",35,3,0,1,1.3,0.43,0,2,1,1,"Males",NA,NA,NA
"768",768,"Netherlands","Netherlands129","2021-08-10 11:23:20","2021-08-10 11:44:15",0,100,  00:20:55,1,"2021-08-10 11:44:17","R_3EAmeqLD9pVYRKx","anonymous","NL",1,1,1,4,3,6,4,10,10,2,1,2,1,1,1,2,3,1,1,5,4,6,5,1,4,1978,4,"5",4,"3",5,1,3,NA,300,NA,NA,15,1,100,4,"Vollegrondsgroenten",2,"",8,"",1,13,2,"",43,3,0,1,3,0.15,0,1,2,1,"Males",NA,NA,NA
"769",769,"Netherlands","Netherlands130","2021-08-10 11:29:27","2021-08-10 11:48:59",0,100,  00:19:32,1,"2021-08-10 11:49:01","R_1QiMVfUCZhfw0Bg","anonymous","NL",1,1,1,4,3,6,NA,6,3,4,2,2,3,1,2,3,3,3,1,5,5,5,5,2,4,1962,NA,"",4,"0",NA,NA,4,NA,40,NA,NA,83,2,NA,11,"",4,"",8,"",5,NA,NA,"",59,0,1,1,0.4,0.83,0,2,2,3,"Females",NA,NA,NA
"770",770,"Netherlands","Netherlands131","2021-08-10 13:08:44","2021-08-10 13:27:10",0,100,  00:18:25,1,"2021-08-10 13:27:11","R_1QDFqbXhQe3kGw3","anonymous","NL",0.899999976158142,1,4,1,3,6,4,12,0,1,85,85,85,4,2,3,2,2,2,5,6,5,7,1,4,1962,4,"4",4,"2",6,3,2,NA,100,NA,NA,1,1,25,6,"",4,"",8,"",NA,13,5,"",59,2,0,0,1,0.01,0,5,5,5,"Males",NA,NA,NA
"771",771,"Netherlands","Netherlands132","2021-08-10 20:58:06","2021-08-10 21:25:15",0,100,  00:27:09,1,"2021-08-10 21:25:17","R_2cj6hg3uDaXspfH","anonymous","NL",0.899999976158142,1,1,1,3,6,NA,0,0,0,1,1,1,1,1,3,3,3,3,6,7,7,4,1,4,1965,4,"2",4,"0",5,9,2,NA,120,NA,NA,9,1,12,4,"alle hierboven genoemde opties",3,"",8,"",5,13,17,"",56,0,0,1,1.2,0.09,0,1,1,1,"Males",NA,NA,NA
"772",772,"Netherlands","Netherlands133","2021-08-10 22:39:56","2021-08-10 23:29:43",0,100,  00:49:47,1,"2021-08-10 23:29:44","R_2ffkNrpv1faKDBW","anonymous","NL",1,1,1,1,3,6,NA,9,0,1,2,1,2,4,1,2,2,4,1,4,4,4,4,1,4,1953,4,"2",4,"0",1,1,4,NA,2,NA,NA,100,2,NA,4,"dillebloemen",4,"",8,"vof",7,4,0,"",68,0,1,0,0.02,1,0,2,1,2,"Males",NA,NA,NA
"773",773,"Netherlands","Netherlands134","2021-08-11 13:47:21","2021-08-11 14:04:46",0,100,  00:17:25,1,"2021-08-11 14:04:48","R_4OTuJBqSkUFKqJ3","anonymous","NL",1,1,1,1,3,6,NA,12,8,7,84,84,3,1,1,1,2,2,1,6,6,4,6,2,4,1975,4,"5",4,"2",5,NA,3,NA,110,NA,NA,NA,1,4,6,"",4,"",8,"",1,5,20,"",46,2,0,1,1.1,NA,0,4,4,3,"Females",NA,NA,NA
"774",774,"Netherlands","Netherlands135","2021-08-13 09:05:47","2021-08-13 09:49:39",0,100,  00:43:51,1,"2021-08-13 09:49:40","R_eXVV0wYEHtm3FXr","anonymous","NL",1,1,5,4,3,6,4,6,0,2,3,2,2,1,1,2,3,3,2,6,6,6,4,1,4,1985,4,"1",NA,"",5,3,4,NA,1500,NA,NA,0,1,30,11,"",1,"",8,"BV met een stichting als enig aandeelhouder",1,6,15,"",36,NA,1,1,15,0,0,3,2,2,"Males",NA,NA,NA
"775",775,"Netherlands","Netherlands136","2021-08-15 11:07:54","2021-08-15 11:34:46",0,100,  00:26:51,1,"2021-08-15 11:34:48","R_21pI7OoQl0xI3a1","anonymous","NL",0.899999976158142,1,1,4,3,6,NA,4,6,1,2,1,2,4,2,2,3,3,1,5,6,7,6,1,4,1952,4,"5",4,"geen",6,12,3,NA,200,NA,NA,50,2,NA,6,"",2,"",8,"",5,5,15,"",69,NA,0,0,2,0.5,0,2,1,2,"Males",NA,NA,NA
"776",776,"Netherlands","Netherlands137","2021-08-06 09:41:59","2021-08-17 16:21:25",0,100, 270:39:26,1,"2021-08-17 16:21:25","R_2z8dX0XnRi4OhK2","anonymous","NL",0.899999976158142,1,1,1,3,6,4,0,14,1,85,3,84,4,2,2,2,2,2,5,5,5,5,1,4,1959,4,"1",NA,"",NA,NA,2,NA,35,NA,NA,NA,1,26,6,"",1,"",8,"",5,13,NA,"",62,NA,0,0,0.35,NA,0,5,3,4,"Males",NA,NA,NA
"777",777,"Netherlands","Netherlands138","2021-08-17 14:40:55","2021-08-17 17:28:32",0,100,  02:47:36,1,"2021-08-17 17:28:33","R_uqRtj7btchEj1FT","anonymous","NL",1,1,1,1,3,6,4,12,14,2,2,2,2,1,1,1,1,2,1,4,4,4,6,1,4,1979,4,"4",4,"2",NA,NA,4,NA,58,NA,NA,18,1,10,11,"",2,"",8,"",NA,13,33,"Een onderwerp dat te weinig aandacht heeft binnen de akkerbouw en integraal onderdeel moet zijn van de discussies over de toekomst van de landbouw.",42,2,1,1,0.58,0.18,0,2,2,2,"Males",NA,NA,NA
"778",778,"Netherlands","Netherlands139","2021-08-17 11:19:33","2021-08-17 17:32:55",0,100,  06:13:21,1,"2021-08-17 17:32:56","R_1K0YEaGAOK5UqxT","anonymous","NL",0.899999976158142,1,1,4,3,6,4,6,0,1,2,2,2,1,1,2,3,1,2,6,6,6,6,1,4,1958,4,"2",4,"0",1,12,2,NA,143,NA,NA,95,2,NA,4,"",1,"",8,"",5,4,10,"",63,0,0,1,1.43,0.95,0,2,2,2,"Males",NA,NA,NA
"779",779,"Netherlands","Netherlands140","2021-08-09 07:20:12","2021-08-17 19:16:09",0,100, 203:55:57,1,"2021-08-17 19:16:10","R_1dnvwNRNX1QxOt9","anonymous","NL",1,1,5,4,3,6,4,9,8,1,2,1,2,1,1,1,2,2,1,6,6,6,6,1,4,1997,NA,"",NA,"",1,12,3,NA,150,NA,NA,97,1,95,11,"",4,"",8,"",5,4,5,"",24,NA,0,1,1.5,0.97,0,2,1,2,"Males",NA,NA,NA
"780",780,"Netherlands","Netherlands141","2021-08-17 19:15:18","2021-08-17 19:54:49",0,100,  00:39:31,1,"2021-08-17 19:54:51","R_1LpKCrPaKLapqo3","anonymous","NL",1,1,1,4,3,6,4,0,10,1,2,2,3,1,1,2,2,2,2,5,6,6,6,1,4,1948,4,"3",4,"0",1,NA,3,NA,70,NA,NA,82,1,5,6,"",4,"",8,"maatschap",5,13,5,"",73,0,0,1,0.7,0.82,0,2,2,3,"Males",NA,NA,NA
"781",781,"Netherlands","Netherlands142","2021-08-21 07:42:43","2021-08-21 07:59:44",0,100,  00:17:01,1,"2021-08-21 07:59:44","R_1mfSo9DUCNMykyW","anonymous","NL",1,1,1,4,3,6,NA,0,0,5,84,84,84,4,1,2,2,2,2,6,6,6,6,1,4,1964,4,"5",4,"0",6,1,2,NA,153,NA,NA,29,1,90,11,"",4,"",8,"",5,5,2,"",57,0,0,0,1.53,0.29,0,4,4,4,"Males",NA,NA,NA
"782",782,"Netherlands","Netherlands143","2021-08-22 10:02:38","2021-08-22 10:26:06",0,100,  00:23:27,1,"2021-08-22 10:26:06","R_2wzeZFGjn0KumTQ","anonymous","NL",1,1,1,4,3,6,4,8,7,6,NA,85,NA,4,2,3,3,3,1,5,5,5,6,1,4,1970,4,"4",4,"2",5,2,2,NA,50,NA,NA,83,2,NA,6,"",4,"",8,"vof",NA,13,12,"een landbouw bedrijf runnen is geen lotterij maar is goede keuze maken zorg volgende keer voor goed gedege onderzoek en geen kul onderzoek had van universiteit wat meer verwacht",51,2,0,0,0.5,0.83,0,NA,5,NA,"Males",NA,NA,NA
"783",783,"Netherlands","Netherlands144","2021-08-22 16:09:06","2021-08-22 16:31:22",0,100,  00:22:16,1,"2021-08-22 16:31:23","R_2TRIAsWtFTH3eM0","anonymous","NL",1,1,1,4,3,6,4,9,14,1,1,2,1,4,2,2,2,2,1,6,6,6,6,1,4,1986,4,"1",4,"0",NA,NA,4,NA,NA,NA,NA,20,1,5,6,"",4,"",8,"",5,5,NA,"",35,0,1,0,NA,0.2,0,1,2,1,"Males",NA,NA,NA
"784",784,"Netherlands","Netherlands145","2021-08-22 18:04:34","2021-08-22 19:05:28",0,100,  01:00:54,1,"2021-08-22 19:05:30","R_tProytIMPAGVc4N","anonymous","NL",1,1,1,4,3,6,NA,0,0,0,2,3,2,4,1,2,2,2,2,6,6,6,6,1,4,1982,4,"3",4,"1",5,12,3,NA,140,NA,NA,95,1,40,11,"",4,"",8,"",5,4,9,"",39,1,0,0,1.4,0.95,0,2,3,2,"Males",NA,NA,NA
"785",785,"Netherlands","Netherlands146","2021-07-30 09:22:28","2021-07-30 10:23:28",0,74,  01:01:00,0,"2021-08-27 08:15:54","R_2qsAiMuD6utTL2m","anonymous","NL",0.899999976158142,1,5,1,3,6,NA,6,9,7,3,3,84,1,1,2,2,3,3,5,6,5,6,1,4,1966,4,"2",4,"0",NA,NA,3,NA,NA,NA,NA,100,2,NA,1,"",2,"",NA,"",NA,NA,NA,"",55,0,0,1,NA,1,NA,3,3,4,"Males",NA,NA,NA
"786",786,"Netherlands","Netherlands147","2021-07-30 10:26:04","2021-08-06 10:38:44",0,96, 168:12:39,0,"2021-08-27 08:15:54","R_3g1vsUkZDuMUHe8","anonymous","NL",1,1,1,1,3,6,NA,12,14,7,85,2,84,1,1,2,2,2,1,4,6,6,5,1,NA,NA,4,"4",4,"2",1,2,2,NA,66,NA,NA,70,1,80,6,"",4,"",8,"",5,4,NA,"Dag, bijzondere vraag stelling, weinig  praktisch mijn inziens, nou ja , heel veel energie nodig om bedrijf opvolger aan de gang te zetten, zeker met product prijzen die sinds 40 jaar onveranderd zijn,  mGroet",NA,2,0,1,0.66,0.7,0,5,2,4,"Males",NA,NA,NA
"787",787,"Netherlands","Netherlands148","2021-07-31 09:06:16","2021-07-31 09:08:28",0,33,  00:02:11,0,"2021-08-27 08:15:54","R_qC7SoVd25F8j4KR","anonymous","NL",0.899999976158142,1,1,1,3,6,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",788,"Netherlands","Netherlands149","2021-08-01 14:08:57","2021-08-01 14:19:56",0,33,  00:10:58,0,"2021-08-27 08:15:55","R_2vZakvxgepFLoWG","anonymous","NL",1,1,1,1,3,6,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",789,"Netherlands","Netherlands150","2021-08-02 20:20:05","2021-08-02 20:38:13",0,90,  00:18:07,0,"2021-08-27 08:15:55","R_3qr4AgqADmcFJNJ","anonymous","NL",1,1,1,1,3,6,NA,11,12,1,1,1,1,1,3,3,3,3,3,6,6,6,6,1,4,1999,NA,"",NA,"",5,9,3,NA,NA,NA,NA,78,1,63,6,"",4,"",NA,"",1,5,13,"",22,NA,0,1,NA,0.78,NA,1,1,1,"Males",NA,NA,NA
"790",790,"Netherlands","Netherlands151","2021-07-30 14:21:13","2021-07-30 14:25:48",0,33,  00:04:35,0,"2021-08-27 08:15:56","R_2at6vE4nLrfxi8a","anonymous","NL",0.899999976158142,1,1,1,3,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",791,"Netherlands","Netherlands152","2021-08-06 09:41:52","2021-08-06 09:50:31",0,49,  00:08:39,0,"2021-08-27 08:15:56","R_2uwzO3RwWq20JcX","anonymous","NL",0.899999976158142,1,1,4,3,6,NA,3,6,3,84,84,3,4,4,4,4,4,4,6,6,6,6,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,4,4,3,NA,NA,NA,NA
"792",792,"Netherlands","Netherlands153","2021-08-06 11:43:30","2021-08-06 12:02:26",0,90,  00:18:55,0,"2021-08-27 08:15:56","R_1OpG09uRJ9UYQ8e","anonymous","NL",1,1,1,1,3,6,4,6,11,7,85,84,3,4,1,2,3,3,1,6,6,6,6,1,4,1970,4,"4",4,"1",NA,NA,2,NA,42,NA,NA,100,1,75,6,"",4,"",8,"",8,NA,50,"",51,1,0,0,0.42,1,0,5,4,3,"Males",NA,NA,NA
"793",793,"Netherlands","Netherlands154","2021-08-08 11:16:00","2021-08-08 11:30:55",0,37,  00:14:54,0,"2021-08-27 08:15:56","R_2VF71W1XeUmhxNL","anonymous","NL",1,1,1,4,3,6,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",794,"Netherlands","Netherlands155","2021-08-10 09:33:36","2021-08-10 09:41:52",0,33,  00:08:16,0,"2021-08-27 08:15:56","R_3EczkmQpqDzqhLy","anonymous","NL",1,1,1,1,3,6,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",795,"Netherlands","Netherlands156","2021-08-09 11:02:08","2021-08-09 11:29:05",0,90,  00:26:56,0,"2021-08-27 08:15:56","R_3fcIlzchW0Jbl8V","anonymous","NL",1,1,1,1,3,6,NA,0,0,0,1,1,1,4,4,4,4,3,1,5,5,5,5,1,4,1966,4,"4",4,"2",5,12,2,NA,42,NA,NA,94,2,NA,11,"",4,"",8,"",1,13,10,"",55,2,0,0,0.42,0.94,0,1,1,1,"Males",NA,NA,NA
"796",796,"Netherlands","Netherlands157","2021-08-02 09:11:29","2021-08-02 09:30:08",0,37,  00:18:39,0,"2021-08-27 08:15:57","R_3eltEKwOQ3AXVah","anonymous","NL",1,1,1,1,3,6,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",797,"Netherlands","Netherlands158","2021-08-06 09:21:01","2021-08-06 09:28:59",0,33,  00:07:58,0,"2021-08-27 08:15:58","R_pSiNdaYP8ReQJaN","anonymous","NL",1,1,1,1,3,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",798,"Netherlands","Netherlands159","2021-08-07 17:48:53","2021-08-07 18:19:56",0,90,  00:31:02,0,"2021-08-27 08:16:00","R_3HTE6EWsxnRSU90","anonymous","NL",1,1,1,4,3,6,NA,3,4,2,85,84,84,4,2,1,2,3,2,4,4,5,4,1,4,1952,4,"2",4,"0",NA,NA,1,NA,NA,NA,NA,NA,2,NA,6,"",4,"",NA,"",8,NA,NA,"",69,0,0,0,NA,NA,NA,5,4,4,"Males",NA,NA,NA
"799",799,"Netherlands","Netherlands160","2021-08-08 09:55:14","2021-08-08 10:08:55",0,90,  00:13:40,0,"2021-08-27 08:16:00","R_3KPLjcf70n6g3d1","anonymous","NL",1,1,1,4,3,6,NA,12,14,0,3,2,NA,4,1,1,1,1,1,6,6,5,5,1,4,1981,NA,"",4,"0",1,3,3,NA,NA,NA,NA,10,1,23,6,"",4,"",8,"",1,13,36,"",40,0,0,0,NA,0.1,0,3,2,NA,"Males",NA,NA,NA
"800",800,"Poland","Poland1","2021-09-21 09:10:48","2021-09-21 09:49:20",0,100,  00:38:32,1,"2021-09-21 09:49:22","R_1Krro6KWF3vnAIB","anonymous","PL",1,1,1,1,3,6,4,10,4,1,2,1,1,4,1,3,3,4,3,4,5,4,4,2,4,1984,4,"6",4,"3",5,1,4,15,19.3,NA,NA,67,3,NA,14,"",4,"",1,"",5,4,23,"",37,3,1,0,0.193,0.67,1,2,1,1,"Females",NA,NA,NA
"801",801,"Poland","Poland2","2021-09-21 10:16:46","2021-09-21 10:50:17",0,100,  00:33:30,1,"2021-09-21 10:50:17","R_5mNm5Pvq8uO63hn","anonymous","PL",1,1,1,1,3,6,4,11,7,0,3,1,2,4,2,3,1,2,3,5,5,5,5,1,4,1966,4,"5",4,"0",1,1,3,15,5,NA,NA,100,3,NA,12,"",4,"",1,"",5,13,8,"",55,0,0,0,0.05,1,1,3,1,2,"Males",NA,NA,NA
"802",802,"Poland","Poland3","2021-09-21 11:52:13","2021-10-03 10:10:46",0,100, 286:18:32,1,"2021-10-03 10:10:47","R_29nOmwlTVt5xGFc","anonymous","PL",1,1,1,1,3,6,NA,9,9,0,3,2,2,4,2,1,3,2,3,6,6,6,6,1,4,1970,4,"5",4,"3",5,2,3,15,18.25,NA,NA,74,3,NA,12,"",4,"",1,"",5,13,15,"",51,3,0,0,0.1825,0.74,1,3,2,2,"Males",NA,NA,NA
"803",803,"Poland","Poland4","2021-09-23 15:55:37","2021-09-23 16:13:20",0,100,  00:17:43,1,"2021-09-23 16:13:20","R_1LpUTs8aIt22XED","anonymous","PL",1,1,1,4,3,6,4,8,8,3,3,3,3,4,2,2,2,1,2,4,4,4,4,2,4,1979,4,"5",4,"3",NA,NA,2,15,8,NA,NA,100,3,NA,12,"",4,"",1,"",5,NA,73,"",42,3,0,0,0.08,1,1,3,3,3,"Females",NA,NA,NA
"804",804,"Poland","Poland5","2021-09-23 16:00:21","2021-09-23 16:16:00",0,100,  00:15:38,1,"2021-09-23 16:16:02","R_yEZPM0Xl9MuVvJT","anonymous","PL",0.899999976158142,1,1,1,3,6,NA,4,11,4,2,1,3,4,2,2,3,2,3,6,6,6,6,2,4,1965,4,"2",4,"0",1,2,4,15,3,NA,NA,100,3,NA,6,"",3,"",1,"",5,4,1,"na razie bez komrntarza",56,0,1,0,0.03,1,1,2,1,3,"Females",NA,NA,NA
"805",805,"Poland","Poland6","2021-09-23 16:27:27","2021-09-23 16:52:44",0,100,  00:25:16,1,"2021-09-23 16:52:46","R_e5R8GlvIU71N6zT","anonymous","PL",1,1,1,4,3,6,4,0,3,3,2,2,84,4,2,2,2,1,1,4,4,4,5,2,4,1993,4,"4",4,"1",1,1,4,15,4,NA,NA,100,3,NA,1,"",4,"",1,"",5,4,NA,"",28,1,1,0,0.04,1,1,2,2,4,"Females",NA,NA,NA
"806",806,"Poland","Poland7","2021-09-23 16:58:23","2021-09-23 17:36:45",0,100,  00:38:22,1,"2021-09-23 17:36:47","R_1LUtFY0TCOIfcMO","anonymous","PL",1,1,1,4,3,6,4,10,0,1,2,2,2,4,1,1,2,2,1,4,5,5,4,2,4,1996,4,"6",4,"1",NA,NA,4,15,15,NA,NA,100,3,NA,26,"",4,"",1,"",NA,NA,35,"W pytaniu o wykształcenie, przy odpowiedzi ""wyższe"" był dopisek trzeciego stopnia, co można źle zrozumieć (czy chodzi o samo wykształcenie wyższe czy wyższe na poziomie doktoratu?)
Pozdrawiam",25,1,1,0,0.15,1,1,2,2,2,"Females",NA,NA,NA
"807",807,"Poland","Poland8","2021-09-23 17:11:45","2021-09-23 17:41:32",0,100,  00:29:46,1,"2021-09-23 17:41:34","R_3ndZfDcEhuetYuj","anonymous","PL",1,1,1,4,3,6,4,1,3,4,85,2,85,4,1,1,1,1,1,1,1,1,1,2,4,1968,4,"2",4,"0",5,2,3,15,12.43,NA,NA,100,3,NA,26,"",4,"",1,"",5,4,100,"nie mam pytan jest ok",53,0,0,0,0.1243,1,1,5,2,5,"Females",NA,NA,NA
